edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
46.0,Mujer,Concepción,Premium,Orgánico,No,Sí,Tablet,36,26,12.47,8,6,99.0,17.92,62905.22
60.0,Mujer,Temuco,Plata,Google Ads,No,No,Desktop,28,14,5.71,5,20,86.0,41.92,47496.29
33.0,Mujer,La Serena,Plata,Orgánico,No,No,Desktop,28,24,10.17,3,50,61.0,35.66,34221.13
69.0,Hombre,Concepción,Oro,Instagram,No,Sí,Desktop,22,19,10.83,6,31,65.0,14.09,60600.75
20.0,Hombre,Concepción,Plata,Referido,No,No,Tablet,14,10,,1,63,43.0,35.93,41127.5
62.0,Hombre,Valparaíso,Bronce,Email,No,Sí,Mobile,21,7,2.28,3,61,62.0,42.6,39392.03
21.0,Hombre,Concepción,Plata,Orgánico,Sí,No,Desktop,29,20,13.5,6,0,90.0,11.97,53707.35
56.0,Mujer,Antofagasta,Bronce,Email,No,Sí,Mobile,16,1,5.55,4,66,55.0,36.6,21803.44
27.0,Hombre,Puerto Montt,Premium,Referido,No,No,Mobile,39,35,14.0,6,54,73.0,43.76,74306.44
68.0,Mujer,Santiago,Premium,Email,Sí,Sí,Mobile,50,34,17.04,10,20,100.0,9.65,131990.06
62.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Mobile,27,23,16.02,4,63,58.0,31.89,58378.34
69.0,Mujer,La Serena,Plata,Instagram,No,No,Mobile,26,22,8.81,9,19,97.0,35.36,60384.88
60.0,Mujer,Puerto Montt,Bronce,Orgánico,No,Sí,Mobile,24,20,10.16,9,46,76.0,47.11,48944.57
70.0,Hombre,Puerto Montt,Bronce,Instagram,No,Sí,Mobile,22,9,9.67,7,33,82.0,36.5,65296.08
70.0,Mujer,Antofagasta,Plata,Orgánico,No,Sí,Mobile,27,17,8.8,7,53,83.0,42.68,69886.22
43.0,Hombre,Concepción,Bronce,Email,Sí,Sí,Mobile,27,17,11.18,6,45,81.0,37.76,59087.67
63.0,Hombre,Santiago,Oro,Instagram,No,Sí,Desktop,35,23,9.92,6,45,85.0,29.37,56655.47
54.0,Hombre,Santiago,Plata,Google Ads,No,No,Desktop,17,2,2.17,7,70,98.0,24.29,27761.29
51.0,Hombre,Puerto Montt,Premium,Orgánico,No,No,Desktop,41,27,14.86,8,4,89.0,24.62,95541.51
27.0,Hombre,Valparaíso,Oro,Referido,No,No,Desktop,35,23,10.69,9,0,94.0,40.84,95300.42
37.0,Hombre,Valparaíso,Premium,Instagram,No,No,Mobile,43,27,8.5,6,44,63.0,32.62,73918.21
61.0,Mujer,Concepción,Premium,Orgánico,Sí,Sí,Mobile,45,41,16.03,5,22,90.0,32.23,96434.16
63.0,Mujer,Valparaíso,Oro,Instagram,No,Sí,Mobile,19,16,7.73,2,52,74.0,49.49,38371.04
50.0,Mujer,La Serena,Oro,Instagram,Sí,Sí,Desktop,35,16,10.17,8,0,100.0,35.07,92402.57
61.0,Mujer,Antofagasta,Plata,Email,No,No,Mobile,20,25,9.05,7,51,85.0,39.69,47117.24
59.0,Hombre,Concepción,Plata,Referido,No,Sí,Desktop,20,8,7.35,4,30,65.0,35.54,67646.57
40.0,Mujer,Rancagua,Oro,Instagram,No,No,Mobile,24,13,7.04,3,45,92.0,40.62,69786.27
55.0,Hombre,Santiago,Oro,Instagram,Sí,Sí,Mobile,44,30,16.83,12,0,100.0,20.2,107040.88
59.0,Mujer,Rancagua,Oro,Email,No,No,Mobile,25,2,5.81,3,79,81.0,35.02,32236.86
40.0,Mujer,Rancagua,Bronce,Orgánico,No,No,Mobile,25,12,7.92,7,51,85.0,30.33,62989.13
37.0,Hombre,Puerto Montt,Plata,Email,No,Sí,Mobile,33,10,10.83,8,61,80.0,19.29,60863.14
38.0,Hombre,Valparaíso,Bronce,Orgánico,No,No,Tablet,6,1,6.82,1,70,38.0,39.72,3000.0
48.0,Otro,Valparaíso,Oro,Google Ads,No,Sí,Mobile,30,15,9.25,6,10,94.0,27.55,40037.51
28.0,Hombre,Santiago,Bronce,Email,No,No,Mobile,16,7,10.67,5,44,74.0,17.06,40607.19
63.0,Hombre,Antofagasta,Bronce,Orgánico,No,No,Mobile,10,11,4.41,1,62,43.0,22.24,3288.24
35.0,Hombre,La Serena,Plata,Referido,Sí,No,Desktop,40,28,15.91,9,17,100.0,25.38,84384.83
70.0,Mujer,Valparaíso,Plata,Google Ads,No,Sí,Tablet,28,15,8.98,6,69,57.0,45.08,50051.8
50.0,Mujer,Concepción,Premium,Referido,No,No,Mobile,31,19,10.1,7,58,87.0,24.32,56548.05
59.0,Hombre,Santiago,Plata,Google Ads,Sí,No,Mobile,40,22,11.83,10,0,100.0,28.22,107640.92
28.0,Hombre,Concepción,Bronce,Orgánico,No,No,Mobile,57,32,10.8,5,38,71.0,29.2,127997.26
46.0,Hombre,Concepción,Oro,Email,No,No,Desktop,27,15,6.11,6,63,88.0,21.22,75772.05
24.0,Mujer,Temuco,Oro,Referido,No,Sí,Mobile,30,21,,4,31,77.0,33.62,56825.07
23.0,Mujer,Rancagua,Bronce,Instagram,No,Sí,Mobile,14,7,8.78,3,49,61.0,19.68,26061.29
30.0,Mujer,Temuco,Plata,Instagram,No,No,Mobile,17,1,7.15,4,44,53.0,13.54,45203.83
33.0,Mujer,Valparaíso,Oro,Instagram,No,No,Desktop,34,26,12.56,10,2,100.0,40.79,73767.41
68.0,Hombre,Rancagua,Oro,Email,No,No,Mobile,31,20,10.39,2,57,53.0,46.66,56467.69
32.0,Hombre,Santiago,Plata,Orgánico,No,No,Desktop,19,13,10.09,9,2,100.0,27.74,62556.67
20.0,Hombre,Santiago,Oro,Orgánico,No,No,Mobile,19,16,6.33,5,37,87.0,21.81,37030.03
67.0,Hombre,Santiago,Bronce,Referido,No,Sí,Desktop,30,26,6.92,4,70,64.0,34.78,48122.99
35.0,Hombre,Temuco,Plata,Instagram,No,No,Desktop,30,22,11.78,9,27,100.0,28.41,61055.12
25.0,Hombre,Antofagasta,Bronce,Referido,Sí,No,Mobile,25,18,10.13,7,48,87.0,33.76,58449.06
34.0,Hombre,Santiago,Oro,Google Ads,No,No,Mobile,23,12,6.64,4,0,69.0,38.59,68075.12
39.0,Mujer,Valparaíso,Plata,Orgánico,No,No,Desktop,13,8,0.75,3,36,68.0,34.71,13338.27
67.0,Hombre,Santiago,Bronce,Orgánico,Sí,No,Desktop,23,16,9.94,9,60,100.0,45.39,64196.07
49.0,Mujer,Puerto Montt,Premium,Google Ads,No,No,Desktop,29,21,14.11,6,50,97.0,12.65,70076.23
42.0,Hombre,Valparaíso,Bronce,Orgánico,No,No,Mobile,9,16,9.82,2,56,52.0,32.85,32209.77
67.0,Hombre,La Serena,Premium,Google Ads,Sí,No,Tablet,36,26,14.49,7,41,87.0,34.42,79608.3
37.0,Hombre,Valparaíso,Oro,Orgánico,No,Sí,Desktop,31,26,13.5,8,25,100.0,30.36,61905.37
34.0,Hombre,Antofagasta,Plata,Google Ads,No,Sí,Mobile,31,12,7.71,9,2,91.0,35.83,69097.02
45.0,Mujer,Antofagasta,Bronce,Instagram,No,Sí,Desktop,21,11,10.68,6,25,85.0,28.84,61392.73
38.0,Mujer,La Serena,Plata,Referido,No,Sí,Mobile,21,6,5.01,5,68,,55.11,23429.68
62.0,Mujer,La Serena,Bronce,Instagram,No,Sí,Mobile,31,18,13.6,6,34,87.0,38.86,76627.24
57.0,Mujer,Temuco,Oro,Referido,No,No,Mobile,19,20,6.96,3,24,75.0,57.38,33329.39
35.0,Mujer,Temuco,Bronce,Email,No,No,Mobile,22,13,5.83,3,49,65.0,49.76,44221.97
36.0,Mujer,Antofagasta,Oro,Orgánico,No,No,Desktop,37,30,12.59,9,33,98.0,37.77,102313.59
70.0,Mujer,Antofagasta,Bronce,Google Ads,No,Sí,Desktop,13,7,,1,60,48.0,48.82,23791.66
49.0,Mujer,Santiago,Plata,Email,Sí,No,Desktop,37,17,12.65,10,32,94.0,50.9,89640.05
55.0,Mujer,Valparaíso,Bronce,Instagram,No,No,Desktop,28,17,11.35,8,57,81.0,21.74,57762.7
45.0,Hombre,Santiago,Oro,Instagram,Sí,Sí,Mobile,38,27,16.54,9,0,100.0,49.13,105322.93
38.0,Mujer,Antofagasta,Bronce,Orgánico,No,Sí,Desktop,17,4,7.73,5,73,65.0,18.28,33654.34
27.0,Mujer,Valparaíso,Premium,Orgánico,No,No,Desktop,34,24,16.35,7,20,86.0,27.6,66345.79
46.0,Hombre,Concepción,Oro,Email,No,No,Mobile,27,13,5.36,12,0,100.0,16.45,73607.56
67.0,Mujer,Puerto Montt,Oro,Google Ads,No,No,Mobile,31,19,9.54,2,41,69.0,45.67,63226.25
23.0,Hombre,La Serena,Bronce,Google Ads,No,Sí,Desktop,20,29,8.02,9,50,83.0,31.13,52714.51
50.0,Mujer,Valparaíso,Plata,Instagram,No,No,Mobile,9,14,5.28,1,53,61.0,29.54,36404.71
22.0,Mujer,Temuco,Plata,Instagram,No,No,Mobile,26,15,10.41,1,79,48.0,44.63,51465.4
55.0,Hombre,Concepción,Oro,Email,No,No,Mobile,28,23,8.55,8,36,86.0,43.86,61221.55
34.0,Mujer,Santiago,Bronce,Orgánico,No,No,Mobile,22,16,12.38,7,66,72.0,21.16,73905.05
32.0,Hombre,Concepción,Bronce,Referido,No,No,Desktop,7,5,3.71,0,104,22.0,22.62,18694.68
67.0,Mujer,Temuco,Plata,Google Ads,No,Sí,Mobile,19,17,7.13,0,49,56.0,33.37,30620.91
62.0,Mujer,Puerto Montt,Bronce,Orgánico,No,No,Desktop,11,16,7.09,3,69,45.0,26.07,27551.79
,Hombre,Santiago,Bronce,Instagram,No,No,Mobile,19,11,7.56,8,60,63.0,47.91,33935.89
59.0,Mujer,Rancagua,Plata,Instagram,No,No,Mobile,15,17,10.84,5,7,73.0,39.38,31369.76
47.0,Mujer,La Serena,Plata,Referido,No,Sí,Desktop,35,19,9.7,3,62,64.0,54.15,52488.34
42.0,Hombre,La Serena,Plata,Orgánico,No,No,Mobile,36,20,9.69,7,42,89.0,23.34,84097.29
43.0,Mujer,Antofagasta,Premium,Referido,No,No,Mobile,31,21,7.35,8,41,76.0,26.62,61369.85
40.0,Hombre,Santiago,Plata,Instagram,No,No,Desktop,18,14,7.15,4,42,79.0,54.05,23164.37
66.0,Mujer,Concepción,Plata,Google Ads,Sí,No,Mobile,20,17,7.45,3,0,81.0,38.96,39713.99
32.0,Mujer,Santiago,Premium,Orgánico,No,Sí,Desktop,35,12,6.79,2,49,42.0,45.51,47065.28
44.0,Mujer,Antofagasta,Oro,Orgánico,No,No,Mobile,41,30,14.1,11,14,100.0,28.89,82657.83
52.0,Mujer,Valparaíso,Premium,Google Ads,No,Sí,Mobile,31,11,5.93,5,9,89.0,25.99,46442.74
26.0,Hombre,Puerto Montt,Oro,Referido,No,No,Mobile,31,14,7.45,11,26,100.0,34.33,81006.75
26.0,Hombre,Rancagua,Bronce,Orgánico,Sí,No,Desktop,32,12,11.48,7,22,84.0,17.66,79178.6
36.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,35,29,13.69,4,29,58.0,32.09,77614.27
52.0,Hombre,La Serena,Plata,Orgánico,No,No,Mobile,19,8,6.99,6,63,55.0,26.31,28707.91
48.0,Hombre,Rancagua,Plata,Referido,Sí,Sí,Mobile,26,24,11.7,5,0,75.0,34.83,71027.35
42.0,Mujer,Valparaíso,Plata,Referido,No,Sí,Desktop,23,14,7.91,8,11,94.0,31.59,41759.49
35.0,Mujer,La Serena,Bronce,Orgánico,No,No,Desktop,18,9,5.49,1,67,49.0,33.55,26790.61
35.0,Mujer,Puerto Montt,Bronce,Email,Sí,No,Desktop,25,16,10.07,5,41,62.0,39.33,48398.46
44.0,Hombre,Concepción,Bronce,Email,No,Sí,Mobile,22,11,7.11,1,72,42.0,51.62,41906.33
57.0,Hombre,Santiago,Plata,Instagram,No,No,Desktop,32,7,7.61,8,19,100.0,39.34,66028.06
70.0,Mujer,Puerto Montt,Bronce,Google Ads,No,No,Mobile,20,18,8.91,6,49,76.0,7.63,54621.01
54.0,Hombre,Antofagasta,Plata,Orgánico,No,Sí,Mobile,35,30,11.15,6,19,75.0,42.01,90155.53
39.0,Mujer,Santiago,Bronce,Google Ads,No,No,Desktop,4,3,9.47,6,45,71.0,36.24,30250.67
42.0,Hombre,Concepción,Bronce,Orgánico,Sí,Sí,Mobile,25,22,11.67,7,17,100.0,32.33,72389.34
50.0,Hombre,Temuco,Premium,Referido,Sí,No,Desktop,33,25,19.58,5,11,95.0,22.32,99718.76
35.0,Hombre,Puerto Montt,Plata,Instagram,Sí,Sí,Mobile,28,20,12.65,9,3,100.0,37.42,98558.57
43.0,Hombre,La Serena,Bronce,Instagram,No,Sí,Mobile,13,12,11.1,0,125,42.0,37.64,9142.91
42.0,Mujer,Antofagasta,Premium,Orgánico,No,Sí,Mobile,29,19,9.35,7,22,,26.69,63945.3
46.0,Mujer,La Serena,Bronce,Google Ads,No,No,Mobile,13,15,7.05,6,68,76.0,29.76,34467.84
65.0,Mujer,La Serena,Plata,Orgánico,No,No,Tablet,17,17,11.34,7,17,96.0,32.45,77783.48
22.0,Hombre,Temuco,Premium,Instagram,No,Sí,Mobile,59,27,17.31,10,2,100.0,47.85,132990.84
24.0,Hombre,Antofagasta,Bronce,Orgánico,No,Sí,Mobile,11,11,5.5,7,43,71.0,19.02,33574.4
56.0,Hombre,La Serena,Premium,Email,No,Sí,Mobile,40,23,14.61,7,56,97.0,32.78,61587.41
60.0,Mujer,La Serena,Plata,Orgánico,No,Sí,Mobile,22,12,8.35,4,53,62.0,45.92,59472.57
38.0,Hombre,Temuco,Plata,Email,No,Sí,Mobile,21,14,4.31,3,71,68.0,46.19,47909.29
25.0,Hombre,Santiago,Oro,Orgánico,No,No,Desktop,22,16,11.01,4,32,66.0,36.19,40656.22
39.0,Hombre,Concepción,Premium,Instagram,Sí,No,Mobile,40,24,11.51,9,12,100.0,12.36,87661.17
22.0,Hombre,Rancagua,Plata,Orgánico,No,Sí,Mobile,20,21,11.6,3,96,70.0,31.94,50563.97
,Mujer,Concepción,Bronce,Google Ads,No,Sí,Desktop,24,24,10.75,3,73,59.0,20.7,40768.82
49.0,Hombre,Rancagua,Bronce,Orgánico,No,No,Desktop,23,20,4.38,7,40,74.0,33.53,51043.15
29.0,Hombre,Concepción,Plata,Google Ads,No,Sí,Mobile,39,26,12.59,5,66,67.0,29.49,86761.63
36.0,Hombre,Rancagua,Plata,Email,Sí,No,Mobile,24,21,8.39,4,25,68.0,27.42,70006.54
31.0,Hombre,Concepción,Oro,Instagram,No,No,Tablet,42,32,12.25,10,15,100.0,26.87,78107.76
70.0,Hombre,Concepción,Bronce,Referido,No,Sí,Mobile,21,25,14.52,4,35,65.0,35.11,54742.1
20.0,Hombre,Santiago,Premium,Orgánico,No,No,Mobile,45,20,8.65,8,13,82.0,13.09,96782.05
25.0,Mujer,La Serena,Bronce,Google Ads,No,No,Tablet,24,3,4.88,5,65,54.0,37.97,57940.76
40.0,Hombre,Puerto Montt,Oro,Email,No,Sí,Mobile,37,23,8.3,9,35,93.0,32.86,89483.66
58.0,Mujer,Antofagasta,Oro,Email,No,No,Mobile,36,24,11.39,5,35,76.0,37.97,49311.34
49.0,Hombre,La Serena,Plata,Email,No,No,Desktop,29,12,4.3,8,45,73.0,37.34,40281.79
54.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,27,18,6.54,5,31,,19.33,56648.25
51.0,Mujer,Rancagua,Bronce,Orgánico,Sí,No,Mobile,29,13,13.6,6,31,97.0,22.53,90237.29
,Mujer,Antofagasta,Plata,Referido,Sí,No,Desktop,27,12,12.25,4,89,63.0,46.16,39066.95
61.0,Hombre,Concepción,Oro,Instagram,No,Sí,Mobile,29,15,11.62,10,0,100.0,28.81,62133.19
50.0,Mujer,La Serena,Bronce,Email,Sí,No,Mobile,27,12,12.31,6,78,86.0,30.48,50249.24
68.0,Mujer,Concepción,Bronce,Google Ads,No,No,Mobile,24,12,9.01,10,9,97.0,23.18,43338.0
27.0,Otro,Rancagua,Plata,Orgánico,No,No,Desktop,16,17,4.84,7,23,79.0,23.61,46457.76
49.0,Hombre,Antofagasta,Plata,Orgánico,No,No,Tablet,29,18,7.29,6,51,77.0,48.9,52058.44
28.0,Hombre,Rancagua,Bronce,Orgánico,No,No,Mobile,15,15,2.29,5,70,53.0,55.42,33924.12
60.0,Mujer,,Plata,Google Ads,Sí,Sí,Desktop,31,23,13.73,7,9,96.0,18.94,73232.1
42.0,Hombre,Concepción,Plata,Orgánico,No,Sí,Mobile,30,15,11.11,11,42,100.0,41.57,86659.84
63.0,Hombre,Rancagua,Bronce,Email,No,Sí,Mobile,12,11,3.99,6,45,78.0,57.91,26009.97
25.0,Mujer,La Serena,Oro,Referido,No,Sí,Mobile,39,32,11.0,6,19,85.0,31.59,68209.18
68.0,Hombre,Rancagua,Premium,Email,No,No,Desktop,35,22,11.11,8,20,100.0,19.6,59857.05
58.0,Hombre,Puerto Montt,Oro,Instagram,Sí,No,Tablet,24,21,17.42,3,53,62.0,23.12,58140.95
21.0,Hombre,Antofagasta,Bronce,Orgánico,No,No,Desktop,6,1,6.74,2,51,56.0,32.68,10735.48
37.0,Hombre,Puerto Montt,Bronce,Orgánico,No,No,Desktop,14,15,12.02,3,51,50.0,13.1,37795.15
53.0,Mujer,Temuco,Plata,Orgánico,No,Sí,Tablet,28,17,11.02,6,52,88.0,26.09,59395.03
41.0,Mujer,Temuco,Oro,Google Ads,No,No,Mobile,46,32,11.45,6,55,65.0,49.03,96206.07
53.0,Hombre,Antofagasta,Oro,Email,No,Sí,Mobile,28,21,9.02,7,42,90.0,17.22,76409.99
33.0,Mujer,Concepción,Plata,Instagram,No,No,Mobile,24,18,12.35,4,50,67.0,26.49,41069.04
36.0,Mujer,Rancagua,Plata,Instagram,No,No,Mobile,37,18,13.2,8,26,75.0,13.97,82717.49
21.0,Mujer,Temuco,Bronce,Orgánico,No,Sí,Desktop,11,11,9.69,4,81,59.0,21.32,49629.53
59.0,Hombre,Rancagua,Oro,Email,No,No,Mobile,25,18,6.43,3,55,64.0,27.53,37691.39
18.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Mobile,26,13,14.04,7,24,80.0,46.23,49282.08
41.0,Hombre,Temuco,Oro,Referido,No,No,Tablet,36,31,9.92,8,64,86.0,32.02,63696.01
36.0,Hombre,La Serena,Bronce,Orgánico,No,Sí,Mobile,19,16,13.31,6,74,62.0,34.03,49730.11
30.0,Mujer,Valparaíso,Bronce,Instagram,No,Sí,Desktop,12,14,8.75,2,58,62.0,52.2,31455.41
66.0,Hombre,Concepción,Plata,Google Ads,No,No,Mobile,30,17,6.36,4,56,77.0,43.82,68405.0
70.0,Hombre,Concepción,Bronce,Orgánico,No,No,Mobile,20,15,7.74,5,29,64.0,39.77,49559.46
51.0,Mujer,Antofagasta,Bronce,Email,Sí,No,Mobile,26,26,8.22,6,21,75.0,35.71,53107.39
69.0,Hombre,Valparaíso,Oro,Orgánico,No,No,Mobile,33,24,14.77,9,20,100.0,23.98,72524.16
50.0,Mujer,La Serena,Oro,Instagram,No,No,Mobile,33,19,16.05,7,36,86.0,16.49,72814.46
24.0,Hombre,Concepción,Plata,Orgánico,No,No,Mobile,23,21,4.47,5,17,69.0,47.54,34777.79
29.0,Hombre,Antofagasta,Oro,Orgánico,No,Sí,Mobile,24,13,7.04,6,20,66.0,36.86,55086.68
41.0,Hombre,Puerto Montt,Bronce,Orgánico,No,Sí,Mobile,27,11,11.68,2,93,48.0,46.14,21005.23
34.0,Hombre,Antofagasta,Premium,Google Ads,Sí,Sí,Mobile,45,23,14.34,9,38,87.0,25.3,106334.68
52.0,Hombre,Temuco,Plata,Google Ads,Sí,Sí,Tablet,40,28,16.14,7,56,80.0,34.58,89531.16
49.0,Hombre,Antofagasta,Oro,Instagram,No,No,Mobile,23,16,7.87,7,36,89.0,47.48,41916.04
38.0,Hombre,Puerto Montt,Plata,Referido,No,No,Mobile,24,14,13.69,7,22,75.0,34.85,53750.04
49.0,Mujer,Puerto Montt,Bronce,Instagram,No,Sí,Mobile,10,12,8.16,2,55,38.0,35.65,39678.52
68.0,Hombre,Temuco,Bronce,Google Ads,No,No,Desktop,20,9,7.99,2,91,60.0,36.17,43284.12
66.0,Mujer,Concepción,Plata,Email,No,No,Mobile,30,12,6.74,7,56,90.0,39.22,62305.33
37.0,Mujer,La Serena,Premium,Orgánico,Sí,No,Mobile,50,30,14.58,5,57,59.0,27.54,122047.19
19.0,Hombre,Santiago,Plata,Orgánico,No,No,Mobile,26,18,,3,56,58.0,43.68,39358.51
52.0,Mujer,Valparaíso,Bronce,Instagram,Sí,No,Mobile,23,20,14.36,9,14,100.0,31.89,68757.86
21.0,Hombre,Puerto Montt,Oro,Instagram,Sí,No,Desktop,39,26,12.54,8,0,100.0,30.26,82116.66
48.0,Mujer,La Serena,Bronce,Referido,Sí,Sí,Desktop,14,13,10.11,4,3,64.0,34.05,63163.53
21.0,Hombre,Valparaíso,Bronce,Referido,No,Sí,Mobile,22,16,12.95,4,48,61.0,33.77,48246.26
49.0,Mujer,Puerto Montt,Bronce,Google Ads,No,No,Mobile,16,17,7.75,3,64,40.0,27.85,42260.34
28.0,Hombre,La Serena,Bronce,Instagram,No,Sí,Desktop,34,26,12.01,8,34,86.0,26.63,71922.29
68.0,Hombre,Puerto Montt,Bronce,Orgánico,No,No,Mobile,21,10,4.17,3,65,71.0,37.15,19231.66
47.0,Hombre,Temuco,Plata,Referido,No,Sí,Mobile,23,21,11.03,7,0,84.0,28.99,66212.75
21.0,Mujer,Rancagua,Plata,Instagram,Sí,No,Mobile,23,11,10.32,5,18,82.0,42.24,48401.16
67.0,Hombre,La Serena,Premium,Referido,No,No,Desktop,27,4,10.88,7,16,95.0,22.81,49446.54
21.0,Mujer,Concepción,Plata,Referido,No,Sí,Mobile,8,8,7.18,3,47,66.0,39.7,27779.87
27.0,Mujer,Puerto Montt,Plata,Orgánico,No,No,Desktop,21,12,5.47,7,44,74.0,35.6,37021.38
44.0,Mujer,Temuco,Plata,Google Ads,No,Sí,Mobile,37,23,10.27,6,15,80.0,32.63,94345.0
30.0,Mujer,Rancagua,Bronce,Email,No,No,Tablet,23,21,9.07,8,57,78.0,46.0,46804.46
21.0,Hombre,Concepción,Bronce,Google Ads,No,Sí,Desktop,11,6,7.2,5,93,76.0,35.17,24807.67
40.0,Hombre,Puerto Montt,Premium,Orgánico,Sí,No,Mobile,43,19,13.09,9,0,100.0,30.21,99639.36
39.0,Mujer,Concepción,Bronce,Email,No,No,Mobile,18,18,4.02,7,70,64.0,44.9,42369.71
64.0,Hombre,Concepción,Plata,Orgánico,No,Sí,Mobile,16,8,4.1,3,40,43.0,33.5,31434.62
54.0,Mujer,La Serena,Bronce,Email,No,No,Desktop,19,11,9.36,3,78,66.0,30.21,25102.61
,Mujer,Concepción,Plata,Google Ads,No,Sí,Mobile,31,25,17.47,10,25,94.0,34.82,72367.36
45.0,Mujer,Concepción,Plata,Orgánico,Sí,No,Mobile,32,13,9.91,5,32,78.0,48.38,65804.51
59.0,Mujer,Concepción,Plata,Instagram,Sí,No,Mobile,35,24,16.45,8,7,100.0,29.05,93155.05
45.0,Hombre,Temuco,Bronce,Referido,Sí,No,Mobile,18,25,14.42,3,37,58.0,23.68,48268.09
47.0,Hombre,Rancagua,Oro,Email,No,Sí,Mobile,29,24,8.34,5,45,87.0,34.13,56002.03
69.0,Hombre,La Serena,Plata,Referido,Sí,No,Tablet,29,10,10.06,7,52,100.0,17.12,57896.11
29.0,Hombre,Santiago,Plata,Referido,No,Sí,Desktop,26,24,10.27,8,73,78.0,45.68,70665.96
63.0,Mujer,Puerto Montt,Plata,Email,No,No,Mobile,26,17,11.27,3,71,54.0,25.58,45799.53
41.0,Hombre,La Serena,Bronce,Orgánico,No,Sí,Tablet,25,9,7.49,6,68,72.0,31.94,60225.85
42.0,Mujer,Temuco,Oro,Google Ads,No,No,Mobile,25,12,10.2,5,68,89.0,29.23,62680.34
67.0,Hombre,Puerto Montt,Premium,Google Ads,Sí,No,Mobile,41,28,22.42,6,24,100.0,36.06,95877.95
56.0,Mujer,Temuco,Premium,Referido,No,No,Mobile,38,22,10.28,7,24,79.0,23.04,90540.49
26.0,Mujer,Concepción,Premium,Google Ads,No,Sí,Desktop,37,16,15.49,9,0,100.0,43.22,113018.35
46.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,40,21,12.97,5,25,75.0,39.56,68066.66
26.0,Mujer,Temuco,Plata,Referido,No,No,Desktop,17,9,5.76,8,50,88.0,24.73,48896.06
32.0,Hombre,Puerto Montt,Bronce,Instagram,No,Sí,Mobile,14,11,7.33,3,53,41.0,27.68,39134.86
66.0,Hombre,Rancagua,Premium,Instagram,No,Sí,Mobile,22,19,6.81,4,47,78.0,45.3,39826.17
55.0,Mujer,Valparaíso,Oro,Orgánico,No,No,Tablet,40,18,6.83,5,58,71.0,31.95,44543.81
53.0,Hombre,Rancagua,Bronce,Google Ads,No,Sí,Desktop,12,1,4.75,2,68,45.0,32.93,30840.75
26.0,Hombre,Concepción,Premium,Email,No,Sí,Desktop,46,32,16.68,14,15,100.0,22.5,113812.66
63.0,Hombre,Santiago,Plata,Email,No,No,Tablet,23,26,11.48,1,73,55.0,35.35,32434.7
60.0,Mujer,Santiago,Bronce,Orgánico,No,Sí,Mobile,19,15,10.35,11,23,100.0,29.42,27472.44
57.0,Hombre,Rancagua,Premium,Google Ads,Sí,No,Desktop,48,33,18.38,11,0,100.0,28.7,106502.14
35.0,Mujer,Concepción,Plata,Google Ads,No,No,Mobile,23,21,11.58,8,55,82.0,51.18,41764.08
20.0,Hombre,Concepción,Plata,Google Ads,No,Sí,Mobile,32,20,11.61,8,59,66.0,39.56,77012.24
27.0,Hombre,Concepción,Plata,Referido,Sí,No,Desktop,25,24,15.99,9,13,94.0,36.21,77841.11
39.0,Mujer,Antofagasta,Plata,Orgánico,Sí,Sí,Desktop,25,29,14.27,9,37,100.0,25.55,76821.69
38.0,Mujer,Rancagua,Bronce,Referido,No,No,Mobile,22,16,7.64,6,21,83.0,43.59,39538.69
56.0,Mujer,La Serena,Bronce,Email,No,Sí,Mobile,19,6,9.59,4,76,45.0,33.26,26908.2
33.0,Hombre,Antofagasta,Oro,Google Ads,Sí,Sí,Mobile,39,26,16.54,10,0,100.0,47.26,98172.22
44.0,Hombre,Temuco,Plata,Referido,No,Sí,Desktop,21,12,8.65,7,48,68.0,47.75,58609.47
45.0,Hombre,Valparaíso,Oro,Google Ads,No,No,Mobile,25,9,10.29,7,35,75.0,37.36,48494.13
46.0,Mujer,,Bronce,Instagram,No,Sí,Mobile,10,18,7.7,1,59,56.0,42.82,36347.73
53.0,Mujer,La Serena,Plata,Referido,Sí,Sí,Desktop,29,23,10.31,6,56,90.0,21.34,68342.59
70.0,Mujer,Santiago,Bronce,Google Ads,No,No,Mobile,18,2,5.6,8,23,100.0,39.54,49232.27
64.0,Hombre,Antofagasta,Bronce,Email,No,Sí,Desktop,17,9,5.26,0,69,47.0,35.21,31638.7
20.0,Mujer,Concepción,Plata,Orgánico,No,No,Mobile,15,20,4.99,6,31,63.0,41.24,40876.62
47.0,Hombre,Rancagua,Plata,Google Ads,No,No,Mobile,18,13,7.82,1,80,62.0,40.84,32339.27
52.0,Hombre,Concepción,Bronce,Instagram,Sí,No,Desktop,28,20,14.48,9,43,100.0,44.42,57542.67
58.0,Hombre,Rancagua,Oro,Orgánico,No,Sí,Mobile,20,15,7.74,5,46,65.0,34.28,56194.33
